ride_id,user_id,driver_id,city,distance_km,base_fare,timestamp
64,273,139,Banten,6.97,9424.347530715899,2026-02-03 01:30:48.925093
65,858,133,Tangerang,18.53,9308.77848571589,2026-03-08 09:55:07.169525
66,45,105,Banten,3.55,7363.966986450815,2026-01-25 02:42:58.613797
67,395,60,Tangerang,7.13,12290.435472125737,2026-04-05 10:38:58.557413
68,998,25,Depok,10.84,13918.841454055553,2026-04-14 22:27:00.857015
69,30,75,Depok,6.58,9413.217502038024,2026-03-10 11:24:27.828984
70,36,18,Banten,8.23,5450.401721786075,2026-01-30 00:57:46.676419
71,961,162,Banten,7.84,10162.573951619834,2026-03-24 07:27:35.539754
72,393,192,Banten,15.55,13989.915975740541,2026-04-09 16:16:31.357220
73,758,31,Banten,19.89,10710.422143292428,2026-03-22 07:01:41.786975
74,729,177,Jakarta,2.35,10777.943322133893,2026-02-07 21:16:21.457461
75,990,88,Depok,10.94,13578.058337066306,2026-03-17 10:49:12.277019
76,520,154,Banten,12.36,7227.220956285031,2026-01-28 15:09:06.197689
77,355,134,Bogor,10.73,7097.396361642687,2026-03-16 18:00:24.753623
78,607,50,Jakarta,14.89,12257.807926593643,2026-04-12 02:32:04.586278
79,211,70,Jakarta,19.58,7479.322666808399,2026-02-26 08:56:50.576161
80,473,93,Depok,9.69,9521.26404104638,2026-04-03 16:56:56.861694
81,369,134,Jakarta,13.88,9380.73588100996,2026-03-06 00:55:40.759574
82,663,111,Depok,13.54,11248.392191980265,2026-01-23 23:33:56.382417
83,11,26,Banten,19.44,11098.017910284896,2026-03-06 14:25:35.198442
84,446,141,Depok,15.83,7854.40680633599,2026-03-29 01:13:09.488003
85,415,74,Depok,6.53,12765.17064772765,2026-04-09 12:51:54.317144
86,680,61,Bogor,13.67,13673.991063341702,2026-03-24 05:03:20.196587
87,352,99,Depok,4.34,14145.986293760789,2026-01-25 22:29:28.625311
88,639,62,Depok,12.47,5002.285165303319,2026-04-03 05:03:39.510053
89,971,67,Depok,18.05,10172.823791745757,2026-03-25 20:21:54.759314
90,845,89,Tangerang,1.8,12912.01983419072,2026-02-16 12:33:15.216114
91,230,110,Jakarta,12.08,11528.648967308069,2026-01-24 17:27:40.454837
92,24,122,Banten,10.82,12900.159968677655,2026-01-21 15:03:02.692601
93,492,113,Bogor,7.01,13008.184679781778,2026-01-22 21:33:46.455145
94,668,94,Jakarta,14.76,8164.074755110363,2026-02-25 10:33:01.843977
95,669,67,Banten,17.76,6501.198508246871,2026-04-10 12:31:55.158901
96,940,79,Depok,4.38,7283.4685542769585,2026-03-10 21:05:11.521381
97,503,37,Bogor,13.64,12205.281514100116,2026-04-05 12:31:24.549766
98,855,105,Tangerang,11.66,11437.513004951981,2026-02-21 03:08:58.140789
99,363,184,Depok,8.11,7367.7148941333335,2026-03-12 17:47:08.108237
100,316,190,Tangerang,19.46,14129.139009326593,2026-01-28 14:49:30.171593
101,822,90,Banten,3.95,14501.702579377066,2026-04-07 07:58:21.494126
102,947,4,Depok,2.79,12596.873519467772,2026-02-26 15:27:37.580373
103,731,197,Jakarta,14.33,14298.714030708983,2026-03-27 15:58:33.193213
104,872,185,Banten,9.16,12126.017847938772,2026-03-10 02:35:55.534444
105,438,6,Tangerang,1.72,14486.023129107603,2026-01-30 06:34:46.200624
106,349,200,Jakarta,2.16,10046.500130797653,2026-02-06 21:03:06.015682
107,485,48,Bogor,16.82,13618.757741477904,2026-04-04 23:07:42.858521
108,77,50,Bogor,15.29,9715.643338879472,2026-03-05 03:36:51.968297
109,673,74,Depok,4.79,13913.028255030385,2026-03-06 21:17:24.755415
110,117,130,Jakarta,5.37,12805.623737718273,2026-03-03 07:20:34.840837
111,512,94,Banten,13.59,13077.96601377222,2026-03-06 06:54:07.378086
112,799,4,Jakarta,4.46,6438.8212054958885,2026-03-31 16:55:38.274206
113,391,77,Depok,17.76,6803.587507442999,2026-03-03 22:46:17.154771
114,573,183,Depok,5.96,5044.723869645512,2026-04-18 06:17:56.235159
115,196,97,Bogor,3.72,12138.673182249531,2026-02-19 16:55:15.957263
116,581,121,Tangerang,11.65,7822.111967967077,2026-02-06 05:52:08.954951
117,866,196,Jakarta,7.69,13676.115920589866,2026-02-07 12:00:24.993314
118,406,118,Depok,12.57,11073.233792949295,2026-04-19 07:01:37.199629
119,385,12,Tangerang,13.65,12526.795753650753,2026-01-22 07:04:18.627474
120,929,122,Bogor,17.05,10181.19584248976,2026-03-27 02:14:27.650740
121,685,52,Bogor,16.65,13203.119029512742,2026-03-06 15:59:16.674473
122,367,49,Depok,9.05,14191.714859282663,2026-03-13 16:22:07.006720
123,551,58,Depok,10.9,5589.084911031815,2026-03-03 23:21:09.821155
124,869,97,Bogor,18.21,14325.841551389807,2026-03-26 01:16:55.877472
125,174,69,Bogor,4.19,5366.7459949316635,2026-01-25 14:46:00.420624
126,418,71,Banten,17.26,6830.647893362491,2026-04-15 13:41:01.741212
127,97,172,Jakarta,7.61,5263.304869281471,2026-03-07 18:32:06.372311
128,319,186,Tangerang,4.85,13311.838669975661,2026-04-08 06:13:32.240032
129,498,22,Tangerang,6.06,12927.149407846095,2026-03-27 17:42:14.126020
130,23,194,Banten,11.18,8964.55250869326,2026-03-22 18:32:42.510401
131,433,132,Jakarta,12.78,14013.596434308138,2026-01-26 13:42:50.497288
132,879,104,Tangerang,3.59,5950.078091589215,2026-03-02 14:13:52.038445
133,857,94,Depok,2.32,12566.460730602097,2026-01-30 05:02:39.777744
134,447,63,Bogor,13.39,6285.6470445921395,2026-02-26 17:38:07.252474
135,43,154,Depok,7.74,10842.142041512054,2026-01-24 11:32:18.702190
136,344,131,Depok,7.04,12093.039327065097,2026-04-14 00:03:15.299174
137,924,49,Tangerang,8.91,5918.6787762772265,2026-02-13 07:53:54.141330
138,453,173,Jakarta,16.7,8355.59841681473,2026-04-08 22:04:32.339113
139,870,103,Jakarta,6.07,10163.671049642595,2026-04-06 15:41:07.044274
140,755,110,Depok,2.89,12346.913206398473,2026-04-12 09:23:20.925389
141,353,69,Jakarta,7.1,8077.264525271667,2026-04-12 08:07:36.827654
142,658,76,Bogor,12.13,11162.134442668892,2026-01-25 01:02:42.497647
143,829,134,Jakarta,7.78,11817.635196322497,2026-04-05 21:42:06.429660
144,115,29,Tangerang,3.91,13469.086507914586,2026-02-04 02:04:22.120407
145,262,193,Bogor,9.39,7649.410404752397,2026-03-12 21:01:16.877856
146,842,21,Jakarta,18.33,10704.824456642997,2026-03-14 04:04:33.620819
147,620,153,Banten,16.81,12968.643860487342,2026-03-14 21:41:44.868709
148,203,7,Depok,13.15,6817.041346759881,2026-03-31 21:37:35.897080
149,121,52,Bogor,12.18,13774.917016399437,2026-03-30 14:58:41.009811
150,538,140,Jakarta,18.26,7722.000695582456,2026-03-14 07:26:37.761727
151,190,114,Bogor,1.09,6267.753653270542,2026-02-17 07:46:02.105786
152,890,18,Depok,12.78,12189.298336272372,2026-01-30 21:41:06.557540
153,552,82,Jakarta,15.16,8661.598316309479,2026-03-27 13:24:59.482621
154,239,199,Banten,11.77,14266.410824903869,2026-04-14 08:41:20.384076
155,872,174,Tangerang,11.43,11929.771948744474,2026-03-07 00:03:39.195391
156,837,167,Tangerang,13.13,6713.912253020882,2026-03-30 19:42:40.637229
157,67,100,Tangerang,14.61,13030.823903489265,2026-01-28 07:44:43.298274
158,123,169,Jakarta,16.63,13915.606089448125,2026-03-07 21:23:49.202205
159,580,109,Jakarta,2.59,6127.771434382132,2026-02-19 15:46:10.560860
160,655,29,Banten,1.7,11418.926209448617,2026-01-20 10:14:40.720047
161,597,35,Jakarta,19.9,7825.784131909979,2026-03-15 06:36:30.660568
162,520,98,Banten,4.39,9212.482886355345,2026-01-22 07:22:29.819560
163,2,158,Bogor,3.3,9777.014738456353,2026-04-12 15:01:17.965331
164,157,152,Tangerang,6.52,5688.959883153401,2026-02-14 14:58:05.033228
165,993,174,Banten,17.76,5846.211161155474,2026-02-25 15:08:00.099025
166,511,104,Jakarta,19.16,11850.353008034119,2026-04-02 17:04:50.355823
167,485,155,Bogor,9.84,12640.667462540649,2026-03-13 21:17:28.982387
168,723,198,Bogor,10.77,9183.103886063369,2026-03-30 09:43:34.865345
169,520,141,Depok,13.37,5133.880859947914,2026-02-12 11:07:03.323495
170,807,33,Banten,19.34,7767.348635478393,2026-02-02 21:05:25.137158
171,122,110,Jakarta,11.65,7837.528406790877,2026-03-02 11:14:14.970586
172,299,139,Banten,19.9,7889.188506243423,2026-03-09 12:34:16.077106
173,229,99,Banten,8.41,6023.66431816416,2026-02-03 21:25:44.697912
174,726,35,Tangerang,4.11,14753.274121759363,2026-04-05 12:05:17.155720
175,37,189,Jakarta,18.55,8321.877407938744,2026-04-13 13:25:52.578595
176,717,49,Jakarta,4.18,9646.380744771577,2026-02-07 11:37:30.999944
177,157,137,Banten,15.75,10298.401028768454,2026-04-18 16:52:40.315326
178,507,70,Bogor,8.51,5246.784263862564,2026-02-28 13:46:38.895415
179,544,132,Bogor,16.93,14972.01949544444,2026-03-13 18:27:50.056912
180,168,193,Tangerang,12.16,13739.34442777409,2026-03-24 16:34:38.687824
181,65,166,Tangerang,5.08,13424.37992879896,2026-03-27 01:58:21.088532
182,597,128,Tangerang,9.01,8154.379862620774,2026-03-31 06:39:48.134699
183,501,174,Bogor,15.34,10092.71373951473,2026-02-24 11:28:17.953300
184,94,64,Jakarta,8.55,6738.707827573776,2026-02-19 16:46:09.710699
185,578,23,Bogor,1.4,10508.869600998376,2026-02-03 13:14:54.869873
186,210,49,Depok,3.8,10531.787992854326,2026-01-29 08:27:59.415141
187,329,39,Banten,6.32,13411.715792311963,2026-02-16 01:04:37.508327
188,420,6,Bogor,17.22,8408.854012737165,2026-02-12 03:02:47.260351
189,434,195,Banten,18.26,10116.874735707172,2026-02-25 03:03:55.338950
190,519,95,Depok,10.69,5713.127647522035,2026-03-18 09:16:07.377235
191,365,166,Depok,18.47,13664.875660700072,2026-03-21 06:24:32.274449
192,233,92,Bogor,10.54,7279.902971758113,2026-03-16 09:09:11.509474
193,175,43,Banten,6.75,6938.851443463805,2026-02-27 08:14:55.579857
194,867,7,Bogor,17.36,6439.468194151861,2026-04-06 16:13:25.747336
195,616,117,Bogor,17.28,14627.96501437409,2026-02-27 12:59:07.007075
196,846,165,Jakarta,2.09,5767.941848775368,2026-02-28 20:41:32.455200
197,458,32,Banten,15.54,11469.286331984542,2026-03-05 00:19:33.777527
198,864,186,Jakarta,2.31,11415.604726172549,2026-03-27 17:05:59.790075
199,257,119,Depok,19.28,14230.075816143037,2026-03-06 10:29:40.622648
200,594,19,Jakarta,17.61,7324.473661939521,2026-03-05 09:17:13.976657
201,694,85,Tangerang,5.2,7058.884482787497,2026-03-12 16:23:25.683645
202,745,10,Jakarta,8.39,7917.183887981821,2026-03-13 04:01:55.729637
203,250,4,Jakarta,9.66,13560.259384086641,2026-02-26 03:50:48.492531
204,181,170,Banten,12.67,10885.161970447525,2026-03-18 01:29:06.314734
205,552,159,Jakarta,8.38,12118.700658434751,2026-04-01 18:58:40.832706
206,151,64,Bogor,12.47,8406.510379114414,2026-04-19 03:49:47.371814
207,821,102,Jakarta,9.48,11414.682712657235,2026-02-28 06:53:18.111138
208,380,85,Banten,11.92,5576.252562127122,2026-03-21 21:23:11.486171
209,747,133,Banten,14.36,12731.707519817111,2026-02-11 08:02:15.609455
210,245,42,Tangerang,13.89,7395.275161171538,2026-03-25 20:30:53.028528
211,902,98,Banten,16.59,7221.611304114805,2026-02-08 11:51:05.151325
212,752,152,Bogor,1.0,11547.08273766034,2026-02-01 03:32:39.830703
213,475,50,Bogor,12.64,14395.565604104915,2026-02-09 22:02:54.546827
214,127,75,Bogor,19.44,13507.679278314436,2026-03-09 11:28:07.780339
215,978,180,Tangerang,13.54,12621.592401940808,2026-03-24 19:45:28.033222
216,514,31,Depok,13.3,12998.897546371423,2026-04-05 00:33:46.667725
217,884,67,Bogor,2.42,13596.463929136333,2026-02-03 22:08:50.137661
218,681,78,Banten,19.89,9207.439651916,2026-03-18 02:31:03.297312
219,809,40,Tangerang,13.53,12656.32530150716,2026-03-30 01:17:54.080983
220,71,52,Banten,15.45,9278.292355854926,2026-03-13 07:16:51.214444
221,331,23,Tangerang,5.14,9063.89197539337,2026-04-01 17:47:27.041558
222,492,108,Depok,2.36,12088.948049032264,2026-03-18 15:28:55.345926
223,665,132,Tangerang,18.26,13889.437262501922,2026-01-30 05:05:18.557869
224,846,23,Depok,1.69,9087.678120147888,2026-03-12 23:12:52.366024
225,910,120,Depok,15.53,6705.472741547238,2026-02-06 07:16:57.172392
226,726,49,Tangerang,4.04,13116.538992100805,2026-04-09 10:20:28.575592
227,224,189,Jakarta,17.35,9441.571048240436,2026-03-16 00:55:52.104751
228,172,21,Tangerang,10.53,9160.98609662353,2026-03-26 10:14:27.604690
229,284,59,Tangerang,4.87,6293.787245575762,2026-04-04 20:42:15.844648
230,505,33,Bogor,14.73,11396.013172917788,2026-02-17 21:25:45.662087
231,290,83,Jakarta,19.86,9662.017867329785,2026-04-18 17:26:26.817232
232,216,19,Banten,19.34,10065.832542005184,2026-02-16 14:49:23.700609
233,980,37,Depok,6.24,9882.749794082945,2026-03-29 09:03:56.425807
234,452,89,Depok,3.47,14973.485122460797,2026-02-02 16:01:38.620013
235,301,135,Jakarta,8.06,12141.746713739118,2026-02-16 09:17:57.262331
236,555,24,Depok,17.4,10991.045081785178,2026-02-14 07:30:46.605658
237,160,65,Jakarta,5.2,13013.415448332087,2026-04-12 02:11:17.892430
238,906,166,Depok,15.39,12285.02397406132,2026-03-23 00:08:21.562977
239,269,192,Jakarta,11.23,11013.695189151553,2026-02-16 03:23:16.838708
240,88,96,Jakarta,4.78,6511.432506289907,2026-03-06 08:09:14.490766
241,735,132,Bogor,11.92,11968.54407267091,2026-01-20 08:49:25.723992
242,873,40,Jakarta,10.06,10341.016619839049,2026-03-29 20:21:42.082462
243,395,183,Banten,17.45,5825.175196628899,2026-02-25 10:35:16.895206
244,194,174,Jakarta,7.32,11485.669752723188,2026-02-25 19:48:55.584598
245,147,12,Jakarta,18.77,5970.307087647055,2026-03-20 21:33:46.840525
246,52,41,Banten,19.84,9662.685867522405,2026-01-28 19:47:23.481562
247,741,161,Banten,11.36,13216.53629107128,2026-03-10 18:33:22.167235
248,991,134,Banten,18.25,13809.215828657152,2026-01-24 00:42:13.788827
249,19,20,Tangerang,4.44,9288.987980354272,2026-04-02 14:05:42.214404
250,874,142,Bogor,20.0,10506.831158700894,2026-02-02 19:25:06.054753
251,374,12,Bogor,12.64,8624.260269615213,2026-02-06 03:24:38.034869
252,892,31,Bogor,12.77,13336.387972221533,2026-01-22 21:35:45.463249
253,878,177,Banten,9.84,7472.845476248265,2026-02-09 11:01:17.691125
254,413,14,Bogor,14.29,7365.992176120082,2026-03-20 23:13:47.194841
255,613,7,Depok,3.88,6965.211907192796,2026-02-02 15:22:39.052287
256,898,179,Tangerang,6.98,11363.901094922692,2026-03-22 06:02:30.673400
257,60,71,Banten,16.43,9219.376711971829,2026-03-27 04:48:23.780496
258,696,167,Depok,8.57,13099.309129980134,2026-03-13 09:23:27.323563
259,982,158,Bogor,6.08,9290.150489667572,2026-03-03 13:08:51.076451
260,591,159,Depok,1.12,7398.310822487141,2026-02-20 11:00:03.490288
261,312,112,Tangerang,4.48,6528.765885667107,2026-02-20 18:11:50.339866
262,676,109,Banten,9.7,12839.153157569512,2026-03-22 10:02:55.257957
263,989,48,Banten,11.79,14827.469000315536,2026-03-05 03:17:03.842197
264,472,36,Jakarta,1.26,9174.91533129436,2026-03-15 09:00:34.128355
265,319,27,Banten,11.87,9153.207250724052,2026-02-21 21:27:49.420252
266,685,178,Banten,9.79,6463.821072342132,2026-02-01 21:17:27.699510
267,320,103,Tangerang,16.92,8004.783959423114,2026-03-27 19:38:59.698595
268,885,124,Banten,4.12,11363.088759910846,2026-03-26 07:44:57.712972
269,799,155,Tangerang,8.02,5959.530133407341,2026-01-22 17:51:37.382679
270,757,188,Jakarta,13.46,11463.08353102126,2026-01-25 12:42:34.511768
271,882,156,Tangerang,3.08,10499.188846036162,2026-04-03 03:49:09.418972
272,399,128,Banten,14.58,13628.925836254537,2026-02-10 15:33:40.518205
273,303,198,Bogor,2.15,12265.439662971798,2026-02-13 08:31:03.766538
274,442,59,Depok,13.16,14350.495750493814,2026-01-31 04:07:35.912147
275,316,140,Tangerang,12.81,10779.396750549595,2026-03-03 12:56:12.579032
276,594,118,Bogor,14.03,10203.341928470789,2026-03-21 14:57:39.929889
277,897,58,Jakarta,13.31,11635.678451900352,2026-02-19 15:25:54.108932
278,53,186,Jakarta,8.56,10472.197905112393,2026-01-23 09:13:26.512518
279,259,119,Banten,2.18,7177.789243256595,2026-03-01 05:23:05.227567
280,252,134,Banten,10.16,14686.734865731749,2026-03-13 13:35:14.929357
281,555,90,Bogor,16.86,8787.00058488791,2026-01-24 12:57:57.267621
282,891,27,Tangerang,11.99,7312.456231064285,2026-01-20 18:29:07.790515
283,313,103,Bogor,4.67,12297.779379674172,2026-02-11 23:06:55.233471
284,166,167,Bogor,11.31,9297.71392090385,2026-01-21 03:06:31.942724
285,371,160,Depok,6.71,14819.861738636302,2026-02-24 07:57:51.119642
286,451,198,Bogor,6.86,6131.437872844138,2026-02-27 20:48:00.364578
287,62,144,Banten,11.81,7507.548822732815,2026-03-23 18:52:38.935172
288,889,48,Jakarta,3.76,5209.835981487489,2026-03-25 12:57:08.752490
289,514,37,Bogor,13.2,11750.705195741324,2026-02-08 08:07:53.441762
290,437,93,Banten,3.43,13708.417721988977,2026-02-04 22:36:19.901062
291,107,96,Jakarta,19.26,5177.016937747278,2026-01-21 03:18:00.583009
292,222,37,Depok,11.05,13402.07328777644,2026-01-26 20:06:54.849160
293,104,135,Banten,11.36,11745.500948180048,2026-01-30 17:05:07.951838
294,809,199,Bogor,8.45,5424.64770469322,2026-03-15 18:19:09.802012
295,965,122,Tangerang,12.3,12505.956526910046,2026-01-31 05:45:13.668910
296,822,107,Tangerang,1.99,8419.750838121427,2026-03-31 12:28:15.519160
297,511,181,Tangerang,6.11,10576.43864538134,2026-02-25 08:20:27.723252
298,453,89,Tangerang,18.14,11169.64630813845,2026-04-01 06:32:09.540654
299,89,3,Jakarta,14.2,9940.07163436203,2026-02-09 00:49:42.664050
300,471,130,Depok,2.87,10692.46959509934,2026-03-05 05:51:04.429963
301,78,180,Tangerang,14.53,8708.722094625547,2026-03-30 16:15:45.286916
302,164,118,Bogor,7.73,9593.71125792587,2026-03-25 21:09:38.143053
303,890,6,Bogor,19.03,9566.730209604537,2026-02-27 23:50:46.857528
304,752,99,Bogor,3.31,13155.397034083908,2026-03-02 22:23:35.845300
305,579,128,Banten,11.71,8894.16635466327,2026-02-20 18:16:41.425814
306,624,159,Depok,13.74,10601.447371957263,2026-03-19 00:25:21.948540
307,284,17,Banten,17.3,9875.895055551988,2026-02-18 12:36:37.409666
308,307,55,Jakarta,17.13,5517.085233806853,2026-03-10 03:47:55.817960
309,416,62,Depok,3.75,11861.233848419532,2026-02-28 10:02:51.495364
310,551,70,Banten,14.92,12515.76163413014,2026-04-07 15:22:02.552113
311,844,14,Jakarta,1.3,9376.703639681331,2026-02-04 18:21:19.076212
312,859,179,Bogor,17.8,12408.769496912786,2026-04-12 21:13:45.893225
313,63,91,Jakarta,18.91,8329.316942538366,2026-04-13 06:00:11.245727
314,151,55,Depok,8.05,11054.033621066521,2026-03-18 20:50:35.897888
315,765,197,Depok,10.78,8362.661387908845,2026-04-04 11:12:03.216432
316,332,12,Banten,6.5,8903.429791887162,2026-04-07 01:25:58.299290
317,403,125,Depok,4.68,7537.202414683837,2026-04-11 02:57:24.354172
318,154,22,Jakarta,15.34,10009.043048505864,2026-02-15 13:34:02.910239
319,997,133,Depok,3.89,12619.329692399195,2026-03-15 15:57:03.150166
320,640,96,Bogor,2.99,13067.95746361843,2026-01-21 09:58:03.826485
321,869,21,Tangerang,10.53,9704.045651529805,2026-02-11 15:47:52.003043
322,561,170,Bogor,9.4,11843.123144035077,2026-02-10 00:50:12.449094
323,647,188,Depok,10.25,13997.99765608846,2026-01-28 06:34:33.483031
324,304,128,Bogor,4.95,13798.469584735958,2026-03-20 12:38:01.857827
325,519,177,Banten,17.33,7848.657189137964,2026-02-26 18:11:08.335247
326,892,78,Depok,8.51,13989.969529171864,2026-01-27 01:49:10.295025
327,545,150,Jakarta,12.97,11999.984499278853,2026-03-15 02:25:02.041956
328,732,169,Bogor,17.9,10541.45996272309,2026-02-26 15:44:37.678967
329,695,6,Depok,8.29,10353.430595704998,2026-01-31 23:58:56.097931
330,91,119,Depok,3.73,9882.131186504914,2026-04-11 06:23:57.876361
331,5,96,Depok,18.77,6901.2841692018455,2026-03-24 00:11:44.091157
332,660,19,Bogor,9.4,9932.776126126832,2026-02-04 05:11:19.039237
333,377,65,Jakarta,10.21,13223.98267673903,2026-02-10 18:55:08.615844
334,276,63,Jakarta,19.44,14748.397145865492,2026-02-15 23:19:42.699756
335,43,131,Bogor,18.31,11783.457333258106,2026-01-21 03:52:08.189210
336,674,31,Banten,6.77,11577.151775819319,2026-03-27 11:03:55.429895
337,49,168,Bogor,18.53,11478.131341693865,2026-04-17 04:11:17.723997
338,575,65,Bogor,4.67,12697.964072349088,2026-04-01 16:56:51.234395
339,16,130,Banten,1.49,5666.594436215144,2026-04-13 00:13:37.284654
340,374,161,Bogor,14.63,12487.570920360311,2026-02-08 02:36:20.320625
341,968,2,Banten,1.52,14094.709738135512,2026-04-11 01:00:23.228425
342,526,166,Jakarta,15.7,8131.485669182779,2026-03-27 05:40:02.823127
343,965,90,Banten,10.79,5022.056298889616,2026-01-25 22:25:15.719545
344,727,37,Bogor,7.88,7696.317049015359,2026-02-11 14:16:59.677821
345,354,102,Banten,12.01,9521.296903557544,2026-02-16 13:15:50.855995
346,976,47,Jakarta,14.52,5937.931134664655,2026-04-15 20:38:44.772132
347,970,125,Jakarta,12.02,10091.925078669541,2026-01-24 07:17:04.497581
348,71,42,Tangerang,7.65,6063.575196704456,2026-04-01 06:31:44.519104
349,929,123,Tangerang,19.76,12123.261219580527,2026-04-09 23:22:32.717247
350,377,80,Tangerang,2.96,14464.44289669929,2026-04-14 04:20:03.017001
351,18,10,Bogor,12.01,8154.801210782027,2026-01-22 10:25:48.463511
352,298,168,Jakarta,8.46,6560.119642180785,2026-02-05 16:42:18.673492
353,927,139,Banten,5.49,13673.879571708685,2026-04-03 02:52:27.173576
354,25,39,Banten,19.76,14743.654908113176,2026-03-07 08:58:54.640899
355,531,37,Bogor,3.6,11915.99873150088,2026-02-14 06:13:01.862214
356,755,47,Bogor,6.39,8551.647662101397,2026-02-24 11:15:14.777926
