payment_id,ride_id,amount,method,status
86,86,13680.83,cash,success
87,87,14148.16,cash,failed
88,88,5008.52,cash,failed
89,89,10181.85,cash,failed
90,90,12912.92,cash,failed
91,91,11534.69,wallet,success
92,92,12905.57,card,success
93,93,13011.69,cash,failed
94,94,8171.45,card,failed
95,95,6510.08,cash,failed
96,96,7285.66,wallet,failed
97,97,12212.1,cash,success
98,98,11443.34,cash,failed
99,99,7371.77,cash,failed
100,100,14138.87,card,failed
101,101,14503.68,card,success
102,102,12598.27,card,failed
103,103,14305.88,cash,failed
104,104,12130.6,wallet,success
105,105,14486.88,wallet,failed
106,106,10047.58,wallet,success
107,107,13627.17,card,success
108,108,9723.29,wallet,success
109,109,13915.42,cash,failed
110,110,12808.31,card,failed
111,111,13084.76,cash,failed
112,112,6441.05,card,failed
113,113,6812.47,cash,success
114,114,5047.7,cash,success
115,115,12140.53,wallet,failed
116,116,7827.94,wallet,failed
117,117,13679.96,wallet,success
118,118,11079.52,wallet,success
119,119,12533.62,card,failed
120,120,10189.72,cash,failed
121,121,13211.44,wallet,failed
122,122,14196.24,cash,failed
123,123,5594.53,cash,success
124,124,14334.95,cash,success
125,125,5368.84,card,success
126,126,6839.28,cash,success
127,127,5267.11,wallet,success
128,128,13314.26,wallet,success
129,129,12930.18,card,success
130,130,8970.14,wallet,failed
131,131,14019.99,cash,failed
132,132,5951.87,cash,success
133,133,12567.62,wallet,success
134,134,6292.34,cash,failed
135,135,10846.01,card,failed
136,136,12096.56,cash,success
137,137,5923.13,cash,failed
138,138,8363.95,cash,failed
139,139,10166.71,card,failed
140,140,12348.36,wallet,success
141,141,8080.81,wallet,success
142,142,11168.2,card,failed
143,143,11821.53,cash,success
144,144,13471.04,wallet,failed
145,145,7654.11,cash,success
146,146,10713.99,wallet,success
147,147,12977.05,cash,success
148,148,6823.62,wallet,failed
149,149,13781.01,cash,success
150,150,7731.13,wallet,success
151,151,6268.3,card,failed
152,152,12195.69,cash,success
153,153,8669.18,cash,success
154,154,14272.3,cash,failed
155,155,11935.49,card,failed
156,156,6720.48,card,failed
157,157,13038.13,cash,success
158,158,13923.92,card,success
159,159,6129.07,wallet,success
160,160,11419.78,wallet,failed
161,161,7835.73,card,success
162,162,9214.68,card,success
163,163,9778.66,wallet,failed
164,164,5692.22,card,success
165,165,5855.09,card,failed
166,166,11859.93,wallet,success
167,167,12645.59,cash,success
168,168,9188.49,wallet,success
169,169,5140.57,wallet,success
170,170,7777.02,cash,failed
171,171,7843.35,cash,failed
172,172,7899.14,wallet,success
173,173,6027.87,wallet,success
174,174,14755.33,cash,success
175,175,8331.15,wallet,failed
176,176,9648.47,wallet,failed
177,177,10306.28,wallet,success
178,178,5251.04,cash,failed
179,179,14980.48,card,success
180,180,13745.42,cash,failed
181,181,13426.92,card,failed
182,182,8158.88,cash,failed
183,183,10100.38,cash,success
184,184,6742.98,card,success
185,185,10509.57,card,failed
186,186,10533.69,cash,failed
187,187,13414.88,wallet,success
188,188,8417.46,wallet,success
189,189,10126.0,wallet,success
190,190,5718.47,cash,success
191,191,13674.11,cash,failed
192,192,7285.17,wallet,failed
193,193,6942.23,cash,failed
194,194,6448.15,wallet,failed
195,195,14636.61,cash,failed
196,196,5768.99,card,success
197,197,11477.06,cash,failed
198,198,11416.76,cash,failed
199,199,14239.72,cash,success
200,200,7333.28,card,failed
201,201,7061.48,card,failed
202,202,7921.38,wallet,success
203,203,13565.09,cash,failed
204,204,10891.5,cash,success
205,205,12122.89,wallet,failed
206,206,8412.75,wallet,failed
207,207,11419.42,cash,failed
208,208,5582.21,card,success
209,209,12738.89,cash,success
210,210,7402.22,card,failed
211,211,7229.91,card,failed
212,212,11547.58,card,failed
213,213,14401.89,cash,success
214,214,13517.4,cash,success
215,215,12628.36,wallet,failed
216,216,13005.55,wallet,success
217,217,13597.67,wallet,success
218,218,9217.38,cash,failed
219,219,12663.09,card,failed
220,220,9286.02,card,success
221,221,9066.46,cash,success
222,222,12090.13,card,success
223,223,13898.57,cash,failed
224,224,9088.52,wallet,success
225,225,6713.24,wallet,success
226,226,13118.56,wallet,failed
227,227,9450.25,card,success
228,228,9166.25,cash,failed
229,229,6296.22,card,success
230,230,11403.38,card,failed
231,231,9671.95,card,success
232,232,10075.5,cash,success
233,233,9885.87,card,success
234,234,14975.22,card,failed
235,235,12145.78,cash,failed
236,236,10999.75,wallet,success
237,237,13016.02,card,success
238,238,12292.72,cash,success
239,239,11019.31,cash,success
240,240,6513.82,card,failed
241,241,11974.5,card,success
242,242,10346.05,wallet,success
243,243,5833.9,cash,success
244,244,11489.33,cash,success
245,245,5979.69,wallet,success
246,246,9672.61,card,success
247,247,13222.22,cash,success
248,248,13818.34,cash,failed
249,249,9291.21,card,success
250,250,10516.83,cash,success
251,251,8630.58,card,success
252,252,13342.77,card,success
253,253,7477.77,wallet,failed
254,254,7373.14,card,failed
255,255,6967.15,wallet,success
256,256,11367.39,wallet,success
257,257,9227.59,wallet,failed
258,258,13103.59,cash,success
259,259,9293.19,card,failed
260,260,7398.87,card,success
261,261,6531.01,cash,success
262,262,12844.0,cash,failed
263,263,14833.36,wallet,success
264,264,9175.55,cash,success
265,265,9159.14,wallet,success
266,266,6468.72,cash,success
267,267,8013.24,card,success
268,268,11365.15,cash,success
269,269,5963.54,card,failed
270,270,11469.81,wallet,success
271,271,10500.73,card,failed
272,272,13636.22,card,success
273,273,12266.51,cash,success
274,274,14357.08,wallet,failed
275,275,10785.8,card,failed
276,276,10210.36,cash,failed
277,277,11642.33,card,success
278,278,10476.48,wallet,success
279,279,7178.88,wallet,success
280,280,14691.81,card,failed
281,281,8795.43,cash,failed
282,282,7318.45,wallet,failed
283,283,12300.11,card,failed
284,284,9303.37,card,success
285,285,14823.22,cash,failed
286,286,6134.87,card,failed
287,287,7513.45,wallet,failed
288,288,5211.72,wallet,success
289,289,11757.31,cash,failed
290,290,13710.13,wallet,success
291,291,5186.65,card,success
292,292,13407.6,card,failed
293,293,11751.18,wallet,success
294,294,5428.87,card,failed
295,295,12512.11,card,success
296,296,8420.75,wallet,success
297,297,10579.49,wallet,success
298,298,11178.72,cash,success
299,299,9947.17,wallet,failed
300,300,10693.9,wallet,success
301,301,8715.99,cash,success
302,302,9597.58,wallet,success
303,303,9576.25,wallet,failed
304,304,13157.05,card,failed
305,305,8900.02,card,failed
306,306,10608.32,cash,failed
307,307,9884.55,wallet,failed
308,308,5525.65,cash,failed
309,309,11863.11,cash,failed
310,310,12523.22,wallet,failed
311,311,9377.35,cash,failed
312,312,12417.67,card,failed
313,313,8338.77,wallet,success
314,314,11058.06,cash,failed
315,315,8368.05,card,success
316,316,8906.68,cash,success
317,317,7539.54,wallet,failed
318,318,10016.71,wallet,success
319,319,12621.27,card,failed
320,320,13069.45,card,success
321,321,9709.31,cash,failed
322,322,11847.82,cash,success
323,323,14003.12,card,success
324,324,13800.94,wallet,failed
325,325,7857.32,cash,success
326,326,13994.22,card,failed
327,327,12006.47,wallet,success
328,328,10550.41,cash,success
329,329,10357.58,card,success
330,330,9884.0,cash,success
331,331,6910.67,card,success
332,332,9937.48,card,success
333,333,13229.09,card,failed
334,334,14758.12,wallet,failed
335,335,11792.61,card,success
336,336,11580.54,wallet,success
337,337,11487.4,wallet,success
338,338,12700.3,cash,failed
339,339,5667.34,wallet,success
340,340,12494.89,wallet,success
341,341,14095.47,wallet,failed
342,342,8139.34,wallet,success
343,343,5027.45,wallet,success
344,344,7700.26,card,failed
345,345,9527.3,cash,failed
346,346,5945.19,cash,failed
347,347,10097.94,wallet,failed
348,348,6067.4,card,failed
349,349,12133.14,card,success
350,350,14465.92,wallet,failed
351,351,8160.81,cash,success
352,352,6564.35,wallet,failed
353,353,13676.62,card,success
354,354,14753.53,card,failed
355,355,11917.8,card,failed
356,356,8554.84,cash,success
357,357,13804.01,cash,failed
358,358,7594.08,cash,success
359,359,10506.45,cash,success
360,360,14011.58,cash,success
361,361,13145.51,cash,failed
362,362,11682.76,card,success
363,363,5299.8,card,success
364,364,11377.76,card,failed
365,365,10606.46,cash,failed
366,366,6890.03,wallet,success
367,367,8859.31,card,failed
368,368,12382.31,wallet,failed
369,369,12691.25,card,success
370,370,14873.92,card,success
371,371,14567.12,wallet,failed
372,372,11663.69,cash,success
373,373,11233.78,cash,failed
374,374,9295.54,wallet,success
375,375,9355.23,cash,failed
376,376,8181.89,wallet,success
377,377,13282.23,cash,success
378,378,10394.64,cash,failed
379,379,13745.22,wallet,failed
380,380,8457.86,card,failed
381,381,9521.0,wallet,success
382,382,6579.03,cash,success
383,383,6012.55,card,failed
384,384,5972.59,cash,success
385,385,8047.67,cash,failed
386,386,12537.89,wallet,success
387,387,10700.78,wallet,success
388,388,10001.78,cash,failed
389,389,10958.43,card,success
390,390,12137.53,wallet,success
391,391,12033.13,wallet,failed
392,392,9638.74,cash,failed
393,393,7271.05,wallet,failed
394,394,6144.62,cash,success
395,395,5710.54,card,success
396,396,11944.02,cash,success
397,397,7438.6,card,failed
398,398,11633.42,wallet,success
399,399,7107.44,cash,failed
400,400,10109.05,cash,success
401,401,13256.87,wallet,failed
402,402,10917.05,wallet,success
403,403,13346.17,card,failed
404,404,13266.42,cash,success
405,405,7590.64,wallet,failed
406,406,6803.98,wallet,failed
407,407,6899.23,cash,failed
408,408,7331.63,cash,failed
409,409,12283.84,card,failed
410,410,10072.52,wallet,success
411,411,14103.7,cash,failed
412,412,6893.31,card,success
413,413,14629.06,card,success
414,414,14274.26,wallet,failed
415,415,14089.29,card,success
416,416,13516.72,wallet,failed
417,417,12494.18,card,failed
418,418,8589.21,card,failed
419,419,5570.48,cash,failed
420,420,8878.85,cash,success
421,421,13400.5,card,success
422,422,12475.67,card,failed
423,423,12517.14,cash,success
424,424,5360.83,card,success
425,425,9286.36,cash,success
426,426,10642.2,cash,success
427,427,13608.65,cash,failed
428,428,6240.7,cash,success
429,429,8705.36,wallet,failed
430,430,8554.37,card,success
431,431,8347.99,cash,failed
432,432,8500.31,wallet,success
433,433,10164.08,cash,success
434,434,14908.9,cash,failed
435,435,7884.82,wallet,failed
436,436,8484.46,card,failed
437,437,12611.67,wallet,failed
438,438,13765.22,card,failed
439,439,10740.02,cash,failed
440,440,6430.9,card,failed
441,441,5478.5,wallet,failed
442,442,13685.51,card,success
443,443,13939.7,wallet,failed
444,444,7717.04,card,success
445,445,11484.75,card,success
446,446,12519.92,cash,success
447,447,14850.72,card,failed
448,448,6865.75,wallet,success
449,449,8820.56,wallet,success
450,450,14229.95,cash,failed
451,451,7194.46,wallet,failed
452,452,10458.68,cash,success
453,453,11518.67,card,success
454,454,8884.66,card,failed
455,455,7268.82,cash,failed
456,456,9430.82,cash,success
457,457,10566.19,wallet,failed
458,458,8673.83,wallet,failed
459,459,7183.46,card,failed
460,460,10659.98,cash,failed
461,461,6934.87,wallet,success
462,462,8788.29,wallet,success
463,463,12719.59,cash,success
464,464,11354.7,wallet,failed
465,465,12066.71,cash,success
466,466,5203.45,card,failed
467,467,9871.28,wallet,success
468,468,10021.85,wallet,failed
469,469,8523.06,wallet,failed
470,470,12134.91,wallet,success
471,471,5977.34,cash,success
472,472,14459.79,card,success
473,473,6761.2,cash,failed
474,474,13958.25,cash,success
475,475,9404.88,cash,success
476,476,12392.09,cash,success
477,477,5528.4,card,failed
478,478,5877.73,wallet,success
479,479,7416.49,wallet,failed
480,480,9039.92,wallet,failed
481,481,11795.19,wallet,failed
482,482,6044.27,cash,failed
483,483,7203.03,card,success
484,484,8997.82,card,success
485,485,8012.46,card,failed
486,486,11918.98,wallet,failed
487,487,9138.05,wallet,failed
488,488,9677.25,cash,success
489,489,11960.65,cash,success
490,490,5770.54,card,failed
491,491,10538.4,card,failed
492,492,8207.7,wallet,failed
493,493,6011.19,card,failed
494,494,5989.89,wallet,success
495,495,5015.52,card,success
496,496,13242.19,card,failed
497,497,12558.82,card,failed
498,498,13446.7,card,success
499,499,12787.96,card,success
500,500,13042.78,card,success
501,501,14146.13,card,failed
502,502,8940.45,cash,success
503,503,8700.46,cash,failed
504,504,13337.07,cash,failed
505,505,8262.92,wallet,failed
506,506,9580.45,wallet,failed
507,507,6218.35,wallet,failed
508,508,11282.35,card,failed
509,509,10695.56,wallet,success
510,510,5190.2,cash,failed
511,511,6287.75,card,failed
512,512,13504.17,wallet,success
513,513,6641.61,wallet,failed
514,514,11858.46,card,failed
515,515,9312.08,wallet,success
516,516,13900.93,wallet,success
517,517,14988.63,card,failed
518,518,10116.61,wallet,success
519,519,9884.84,wallet,failed
520,520,5091.98,cash,failed
521,521,9319.85,card,success
522,522,9579.04,wallet,success
523,523,8513.46,wallet,success
524,524,8968.86,wallet,failed
525,525,5105.75,cash,failed
526,526,7286.76,card,success
527,527,6110.84,wallet,failed
528,528,12930.9,card,success
529,529,9478.43,cash,success
530,530,13668.5,wallet,success
531,531,7606.72,card,failed
532,532,9411.91,cash,success
533,533,7227.85,wallet,success
534,534,5547.3,cash,failed
535,535,5451.68,card,success
536,536,10565.46,wallet,failed
537,537,5554.6,wallet,failed
538,538,14453.66,wallet,failed
539,539,11451.53,cash,success
540,540,13491.29,wallet,success
541,541,13704.04,wallet,failed
542,542,6885.19,card,success
543,543,11708.58,card,success
544,544,10220.09,cash,failed
545,545,9333.43,cash,success
546,546,11355.73,card,failed
547,547,8691.21,wallet,success
548,548,11658.72,card,failed
549,549,12199.73,cash,success
550,550,9674.32,card,success
551,551,9066.03,wallet,success
552,552,13993.83,wallet,success
553,553,10906.7,cash,success
554,554,11734.27,cash,failed
555,555,8128.85,wallet,success
556,556,8947.11,cash,success
557,557,12800.87,card,success
558,558,12775.68,cash,success
559,559,7009.97,cash,failed
560,560,5788.91,cash,failed
561,561,14938.32,card,failed
562,562,10499.07,wallet,success
563,563,8347.95,wallet,success
564,564,5890.08,cash,success
565,565,11320.34,cash,failed
566,566,6501.41,wallet,failed
567,567,14415.25,wallet,failed
568,568,10469.98,wallet,failed
569,569,14005.18,wallet,success
570,570,12504.72,cash,success
571,571,9253.39,card,success
572,572,14935.91,cash,failed
573,573,12725.86,cash,success
574,574,9227.01,wallet,success
575,575,7031.65,wallet,failed
576,576,10237.53,card,success
577,577,10682.5,card,success
578,578,14448.12,cash,failed
579,579,12860.43,cash,failed
580,580,14633.31,cash,success
581,581,6452.77,card,success
582,582,11030.06,card,failed
583,583,11599.04,card,success
584,584,6510.11,cash,failed
585,585,11321.19,wallet,failed
586,586,5779.31,card,failed
587,587,14021.39,wallet,success
588,588,14300.52,cash,failed
589,589,7229.48,card,success
590,590,5834.44,cash,failed
591,591,11618.48,cash,success
592,592,10147.05,cash,failed
593,593,5281.42,card,failed
594,594,7429.82,card,failed
595,595,12487.05,wallet,success
596,596,9208.39,wallet,failed
597,597,5308.83,card,failed
598,598,14690.51,card,success
599,599,14136.56,wallet,failed
600,600,5398.22,cash,success
601,601,13889.06,wallet,success
602,602,6244.66,cash,failed
603,603,11280.34,wallet,success
604,604,8881.96,card,success
605,605,9315.36,cash,success
606,606,11132.52,cash,failed
607,607,9518.03,wallet,success
608,608,11148.17,card,success
609,609,10729.83,card,success
610,610,9809.81,card,success
611,611,6453.11,wallet,success
612,612,14288.14,cash,success
613,613,6184.7,card,success
614,614,6838.59,card,success
615,615,5300.66,cash,success
616,616,9274.01,cash,failed
617,617,14931.21,card,failed
618,618,10217.9,cash,success
619,619,14169.11,cash,success
620,620,6194.77,wallet,success
621,621,12960.43,cash,success
622,622,10474.87,card,success
623,623,6592.65,cash,success
624,624,6691.95,wallet,failed
625,625,8294.29,cash,failed
626,626,13780.55,cash,success
627,627,7938.87,wallet,success
628,628,14904.49,wallet,success
629,629,8222.07,card,failed
630,630,10960.88,card,success
631,631,10686.83,wallet,success
632,632,14250.57,card,failed
633,633,12213.03,cash,success
634,634,10424.51,wallet,failed
635,635,10312.07,cash,failed
636,636,13260.58,card,failed
637,637,13369.57,cash,failed
638,638,11944.14,cash,failed
639,639,13812.66,card,success
640,640,13326.86,card,success
641,641,6987.62,cash,failed
642,642,9483.12,wallet,failed
643,643,5619.94,card,success
644,644,12736.41,card,failed
645,645,9561.83,wallet,success
646,646,9046.01,wallet,success
647,647,8210.22,cash,failed
648,648,10280.71,wallet,failed
649,649,13934.29,cash,success
650,650,9045.74,wallet,success
651,651,13321.96,cash,failed
652,652,8762.29,card,failed
653,653,12748.02,wallet,success
654,654,8531.47,wallet,success
655,655,14095.4,cash,failed
656,656,8511.6,card,failed
657,657,12803.17,cash,success
658,658,5311.6,wallet,failed
659,659,5057.03,wallet,failed
660,660,11543.15,card,success
661,661,14443.81,card,failed
662,662,7035.33,cash,failed
663,663,14875.96,cash,failed
664,664,13196.51,cash,success
665,665,9678.78,wallet,success
666,666,13087.32,card,failed
667,667,11539.09,card,success
668,668,10289.54,cash,failed
669,669,14858.59,wallet,success
670,670,7997.16,card,failed
671,671,9816.06,cash,success
672,672,11885.07,cash,success
673,673,9727.8,cash,failed
674,674,10997.48,wallet,success
675,675,10266.19,card,failed
676,676,9347.73,cash,success
677,677,14190.55,cash,failed
678,678,10431.34,cash,failed
679,679,10580.46,wallet,failed
680,680,11558.0,wallet,success
681,681,10346.81,card,success
682,682,13061.26,card,success
683,683,9067.6,card,failed
684,684,6141.23,cash,success
685,685,13417.31,cash,success
686,686,11239.36,wallet,failed
687,687,14247.14,card,success
688,688,6863.32,card,failed
689,689,13508.71,cash,failed
690,690,10918.56,card,success
691,691,9215.12,wallet,failed
692,692,9749.31,cash,failed
693,693,7710.7,wallet,failed
694,694,13316.85,card,success
695,695,7533.86,wallet,success
696,696,5761.85,card,success
697,697,9946.21,wallet,success
698,698,13338.87,cash,failed
699,699,10683.03,card,failed
700,700,9790.81,card,success
701,701,11791.85,card,failed
702,702,8380.79,cash,success
703,703,13855.51,wallet,failed
704,704,8692.4,card,success
705,705,11537.59,cash,failed
706,706,12142.03,cash,failed
707,707,8616.53,wallet,success
708,708,6388.25,wallet,failed
709,709,5740.8,wallet,failed
710,710,6646.45,card,success
711,711,12008.14,wallet,failed
712,712,12118.59,cash,success
713,713,6627.7,cash,failed
714,714,13537.38,wallet,failed
715,715,9250.44,wallet,success
716,716,14023.67,wallet,success
717,717,5988.32,wallet,failed
718,718,8831.19,wallet,failed
719,719,6372.65,wallet,failed
720,720,9136.98,cash,success
721,721,10864.03,card,success
722,722,10268.59,cash,success
723,723,8771.14,card,success
724,724,12162.53,cash,failed
725,725,8323.22,cash,success
726,726,14619.38,card,success
727,727,7692.79,card,failed
728,728,13941.33,wallet,success
729,729,13364.36,cash,success
730,730,13624.41,card,failed
731,731,7876.66,card,failed
732,732,7152.84,cash,success
733,733,14776.65,wallet,failed
734,734,6410.21,wallet,success
735,735,8189.28,wallet,success
736,736,14566.03,card,failed
737,737,6365.23,cash,success
738,738,12402.65,card,failed
739,739,8124.82,wallet,success
740,740,10816.79,wallet,failed
741,741,13903.08,card,success
742,742,8150.0,cash,success
743,743,8402.14,wallet,failed
744,744,10911.57,card,failed
745,745,8945.75,wallet,success
746,746,11711.67,wallet,failed
747,747,10387.12,cash,success
748,748,5476.58,cash,success
749,749,12560.48,card,success
750,750,10216.52,wallet,success
751,751,5492.24,cash,success
752,752,12941.97,card,success
753,753,9996.14,card,failed
754,754,11194.02,wallet,success
755,755,5183.59,wallet,success
756,756,8091.75,card,failed
757,757,14244.5,cash,failed
758,758,8567.07,cash,success
759,759,14845.35,card,success
760,760,6188.8,card,failed
761,761,14209.84,card,success
762,762,12667.87,cash,failed
763,763,10143.72,wallet,success
764,764,5652.32,card,success
765,765,12520.87,cash,success
766,766,8558.68,wallet,success
767,767,12210.84,cash,failed
768,768,12168.53,card,failed
769,769,6142.21,cash,success
770,770,10445.24,card,failed
771,771,10266.85,card,success
772,772,11634.8,wallet,success
773,773,6138.51,wallet,failed
774,774,10682.76,wallet,failed
775,775,5003.93,wallet,failed
776,776,5604.31,cash,failed
777,777,14548.37,cash,success
778,778,14317.89,wallet,success
779,779,13940.28,cash,failed
780,780,6896.96,cash,success
781,781,12944.94,cash,failed
782,782,8350.77,wallet,failed
783,783,13174.51,cash,success
784,784,12234.42,cash,failed
785,785,10414.5,wallet,failed
786,786,8868.2,card,failed
787,787,12743.15,cash,failed
788,788,5884.95,wallet,failed
789,789,8092.94,card,failed
790,790,11366.96,wallet,success
791,791,8009.51,cash,failed
792,792,9506.7,card,success
793,793,8914.51,wallet,failed
794,794,7241.95,card,failed
795,795,7863.12,wallet,failed
796,796,10471.75,wallet,success
797,797,13827.61,wallet,failed
798,798,8618.14,card,success
799,799,11420.5,cash,success
800,800,12037.86,card,success
801,801,12375.63,card,failed
802,802,10930.05,card,failed
803,803,6248.13,cash,failed
804,804,10573.61,cash,success
805,805,6419.86,wallet,success
806,806,8202.04,cash,failed
807,807,13472.72,card,failed
808,808,10353.22,cash,failed
809,809,12796.43,cash,success
810,810,13342.75,cash,success
811,811,12242.47,card,failed
812,812,10337.18,cash,failed
813,813,14436.59,wallet,success
814,814,7885.55,cash,failed
815,815,6105.33,cash,success
816,816,6839.19,card,failed
817,817,7484.86,wallet,success
818,818,14720.96,wallet,failed
819,819,8656.34,card,success
820,820,12146.5,card,failed
821,821,5787.54,cash,failed
822,822,11856.75,card,failed
823,823,13478.57,wallet,success
824,824,7802.74,cash,success
825,825,8351.17,cash,success
826,826,13425.05,wallet,failed
827,827,8809.94,cash,failed
828,828,13634.79,card,failed
829,829,8571.53,wallet,failed
830,830,10333.87,wallet,failed
831,831,12560.41,cash,success
832,832,13880.6,wallet,success
833,833,6471.35,card,failed
834,834,5798.34,cash,success
835,835,5466.0,card,failed
836,836,6560.08,wallet,success
837,837,10451.55,cash,failed
838,838,5305.52,wallet,failed
839,839,12364.81,wallet,success
840,840,7191.33,card,success
841,841,9724.93,card,success
842,842,12960.39,cash,success
843,843,10451.36,wallet,failed
844,844,11532.73,cash,failed
845,845,11087.4,wallet,failed
846,846,9385.21,card,failed
847,847,10638.97,card,failed
848,848,7628.5,cash,failed
849,849,9309.93,wallet,failed
850,850,14170.9,wallet,success
851,851,7432.56,card,success
852,852,13011.06,wallet,failed
853,853,8024.54,cash,success
854,854,12375.79,card,success
855,855,7498.77,cash,success
856,856,12826.9,cash,failed
857,857,13791.13,card,success
858,858,6420.31,wallet,success
859,859,14982.96,wallet,failed
860,860,12248.64,wallet,success
861,861,10102.02,cash,success
862,862,9881.94,cash,success
863,863,8418.34,card,failed
864,864,11585.91,cash,failed
865,865,13090.66,cash,failed
866,866,9151.4,wallet,failed
867,867,6474.75,card,success
868,868,10222.04,card,success
869,869,6544.74,wallet,success
870,870,10606.88,card,failed
871,871,12338.13,wallet,success
872,872,12730.23,card,failed
873,873,13301.12,wallet,success
874,874,8702.96,card,success
875,875,8432.58,cash,failed
876,876,12627.85,cash,success
877,877,11621.9,card,success
878,878,5891.31,cash,success
879,879,10715.88,cash,success
880,880,9028.42,wallet,failed
881,881,9559.66,wallet,failed
882,882,14131.09,wallet,failed
883,883,7776.08,cash,failed
884,884,12883.56,card,success
885,885,11274.19,card,failed
886,886,8825.05,cash,failed
887,887,11446.14,card,failed
888,888,9410.97,card,success
889,889,14223.27,wallet,failed
890,890,8837.5,wallet,failed
891,891,9306.06,wallet,success
892,892,8848.96,cash,success
893,893,9806.99,wallet,success
894,894,10394.98,card,failed
895,895,11545.03,card,success
896,896,12985.28,cash,success
897,897,8972.0,card,success
898,898,14247.13,cash,failed
899,899,8686.85,card,success
900,900,13619.88,wallet,failed
901,901,14445.29,card,success
902,902,5485.81,wallet,success
903,903,8246.46,cash,success
904,904,14226.96,card,failed
905,905,14056.83,cash,success
906,906,8345.32,wallet,success
907,907,10534.17,card,success
908,908,9906.39,wallet,success
909,909,14221.38,cash,failed
910,910,12028.67,wallet,success
911,911,14505.28,wallet,failed
912,912,11410.76,cash,failed
913,913,7829.52,card,success
914,914,12864.59,card,success
915,915,7591.37,cash,success
916,916,13838.13,card,failed
917,917,9020.64,cash,failed
918,918,13620.35,card,failed
919,919,13690.13,card,success
920,920,9400.61,wallet,success
921,921,12287.48,card,success
922,922,9146.38,card,failed
923,923,5352.58,card,success
924,924,13632.82,cash,failed
925,925,7234.4,card,failed
926,926,11449.3,cash,failed
927,927,6581.88,card,success
928,928,13813.61,card,success
929,929,9228.04,wallet,failed
930,930,14887.41,wallet,success
931,931,12531.53,cash,failed
932,932,7602.76,cash,failed
933,933,7725.29,wallet,success
934,934,14163.9,card,failed
935,935,10069.76,card,failed
936,936,10019.86,card,failed
937,937,8662.25,wallet,failed
938,938,9153.69,wallet,success
939,939,11094.93,card,success
940,940,11444.49,card,failed
941,941,8399.12,card,success
942,942,8155.22,wallet,failed
943,943,13713.03,wallet,failed
944,944,8473.55,wallet,success
945,945,10800.32,wallet,failed
946,946,7364.6,cash,success
947,947,11185.27,cash,success
948,948,12178.37,cash,failed
949,949,11925.09,cash,failed
950,950,9485.15,card,success
951,951,9722.24,cash,success
952,952,5397.13,cash,failed
953,953,12809.49,wallet,failed
954,954,5470.21,card,success
955,955,6908.49,wallet,failed
956,956,11994.55,cash,success
957,957,5238.42,cash,success
958,958,6643.18,wallet,success
959,959,7725.81,wallet,failed
960,960,6817.82,wallet,success
961,961,14641.54,card,failed
962,962,7723.61,cash,success
